60810001131292801500121523910000004231211211&3000001121013720         41 4331523
60830907111100001110033433905500000050000005000000                            27
6084090711115212523217550000000041130000000500005000000131860                 27
60850907500000000000000000000000000000000000000000000000000000000             27
60860907500001015030000001050                                                 27
6087090755000009000070000000000000&00000455                                   27
608909071057200500000000000000515000572061500888512-000005650004832550798     27
608A0907234752-0000000005155515115002995000005004005001005355000799202101427  27
608B09071001201150050000050005000000000309                                    27
608N0907500013095500265954815023500000518605000000500000500000&0350501860555  27
608S09073020250000000000000000000000000050005720655000483251230007995        127
608T090711001201111115212522175500005044 0000                                127
6081090817465100190031252111000000521111121345000008880016520         42 5348347
60820908&0000000000000000-0000-000000-9-- 0000000000000000000000000          547
6083090818--0000800003653912800000009000000151-000                            47
6084090812224120490000000000000000000050000138525000000990275                 47
60850908500000000000000000000000000000000000000000000000000000000             47
60860908100601037500005000000                                                 47
6087090817000005016000000025101800000000555                                   47
608909085000004500000000000004515000292331500000015-000002350002923530055     47
608A090800000001100000001155515111004405000005010005000051451001445204104948  47
608B09081000141150050000050005000000000109                                    47
608N0908100052001700802016861178506300502755000000500000500000&0156106575555  47
608S090830235500000000000000000000000000500029233050002923315-0014455        147
608T090811000141112224120490000000005028 0000                                147
60810909147154401-1021151905000000641111225002000004221005120         24 2625666
60820909000000000000000005000040083000562 0000000000000000000000000          166
60830909330000001110021834543010400050000005000000                            66
6084090911115212525279511600505031150000000500005000000111860                 66
6085090919500050000000500001110050000500050001100102504-----11007             66
60860909500001-0000-200000000                                                 66
6087090955000009000010000000000000&00000455                                   66
6089090910579205000000000000005150005722615008885120032201450004834550798     66
608A0909122100-0000000005555515505000005000005003505000005255000350002000626  66
608B09091001211150050000010&05012000000309                                    66
608N0909500016605500341055825029500000518605000000501200500000&0350503060555  66
608S09093020219110011100500050005000500050005722655000483451220003505        166
608T090911001211111115212522795116005044 1100                                166
6081091016705460100011151135108900022221215001000002221004910         24 3143461
6082091000000000000000000-00004009000&561 000000000000-000000000000          161
60830910132200001110026519305500000050000005000000                            61
6084091050000000000000000000000000000000000500005000000880000                 61
60850910500000000000000000000000000000000000000000000000000000000             61
60860910500005000000000000000                                                 61
6087091055000005000010000000000000000000055                                   61
6089091010300005000000000000005150003000415004664110025002350002534530654     61
608A0910111&00-0000000005555515115000005000005002005009005455001100002303737  61
608B09101001121150050000050005000000000309                                    61
608N091050001100550011005302503750000050000500000050000050000000250500000555  61
608S09103010150000000000000000000000000050003000445000253431140011005        161
608T091011001121150000000000000000005022 0000                                161
6081091115829290150032151311000000633121221365000003121018410         43 5434623
60820911151000010025500005000010000608105 1400081250001250060150029          123
60830911351423523310043400305500000050000005000000                            23
608409111122471&510000000000000000000050000500003915007000625                 23
60850911500000000000000000000000000000000000000000000000000000000             23
60860911500005000000000000000                                                 23
6087091158000009000030000005000500000000&55                                   23
6089091110217501020000300050045150006364635002084150060002650006156565590     23
608A0911341541-0000000005555515165000005000005007005000695335000769003101227  23
608B09111001381150050000010135100000000309                                    23
608N0911500123945802539458865195514000506255000000510000500000&0357524625555  23
608S09113023550000000000000000000000000050006364645000615661530007695        123
608T09111100138111122471&510000000003950 0000                                123
6081091216734460100031151135000003-33111215001000001121014910         24 3-61861
6082091200000000000000000-00004009000&561 000000000000-000000000000          161
608309123111000093&0033400301011900050000005000000                            61
6084091212315222525325231625505031110000000500005000000993150                 61
60850912500000000000000000000000000000000000000000000000000000000             61
60860912500005000000000000000                                                 61
608709125900000-000020000000000000900000451                                   61
60890912112400050000000000000051500124008150118361400750017500112175808&0     61
608A0912122171-0000000005155515115034165000005008005013005655005516503404440  61
608B09121003681150050000010105190000000409                                    61
608N091250026566590276665867521450000053150500000051900050000083350522150555  61
608S09123010150000000000000000000000000050012400865001121781460055165        161
608T091211003681112315222523252316255055 0000                                161
6081091314060190110031152471000000761112125002000009800008510         43 5600147
60820913000000000000000005000010000-00102 0200090000000000010200020          147
6083091355575600---00---0054-000000050000005000000                            47
6084091350000000000000000000000000000000000500005000000880000                 47
60850913500000000000000000000000000000000000000000000000000000000             47
60860913500005000000000000000                                                 47
60870913550000010000-0000000000000000000055                                   47
608909135000000500000010000252515000032212500000004-000004150000322510011     47
608A091300000001100000005555555505000005000005000005000005005000000000000001  47
608B09131000031150050000050005000000000109                                    47
608N09135000200055002000547956215020005000050000005000005000000-154502000555  47
608S09133020250000000000000000000000000050000322105000032210400000005        147
608T091311000031150000000000000000005016 0000                                147
60810914136132401620211503410000006321113212&4000004221005510         42 2365625
60820914722149001490110005000010000405104 1400040260050360061040063          125
60830914355100003000046159305500000050000001111000                            25
6084091412115021500000000000000000000000000500005000000131990                 25
60850914165000500000005000050000500005-0050000308101509-----03084             25
60860914500005000000000000000                                                 25
6087091458000009000030000000000000400000655                                   25
6089091410667405000000000000005150006674615008215140045001550005853560799     25
608A0914224200-00000000055555551150000050000050000050519056-5005190000607850  25
608B09141002881150050000010405030000000409                                    25
608N091450020430580241805768530651400051990500000050300050000093357518990555  25
608S09143022416030850000500050005000500050006674655000585361460051905        125
608T091411002881112115021500000000005055 0308                                125
6081091517433280140032152111000000751121125002000005421006510         42 4626523
60820915422020000200500005000010000400102 1000090000000000051000060          123
60830915330000003000046552545500000050000001111000                            23
6084091511115110510000000000000000000050000500005000000991515                 23
60850915500000000000000000000000000000000000000000000000000000000             23
60860915500005000000000000000                                                 23
6087091558000007000050000000000000000000055                                   23
608909151040000500000000000000515000400052500528512-000003450003472540676     23
608A0915122100-0000000005155515505004275000005000505000005255000477201001226  23
608B09151000451150050000050005000000000109                                    23
608N091550011992580119925768530051000051515500000050000050000096257511515555  23
608S09153020250000000000000000000000000050004000555000347241220004775        123
608T091511000451111115110510000000005039 0000                                123
60810916115495301-2131150815000000543111525002000002221013310         22 1673856
60820916000000000000000005000010000707102 2000070800000800071200065          156
60830916111123001110011539625500000050000001221500                            56
6084091611115230525442812200515120000000000500001145003004395                 56
60850916191-005000000015-001320015-00517-500066005000012456966007             56
60860916500005000000000000000                                                 56
608709165&00000-000010000000000000&00300951                                   56
60890916130000050000000000000051500300008150893681202000018500210645808&0     56
608A09162132001000000000515551511512810500000505000505000575502281060660765&  56
608B09161023001110152000050005000000000609                                    56
608N0916500595055&0675055956519852000054395500000050000052000075357544395555  56
608S0916302021966001320050001-001-001-0050030000885002106481270228105        156
608T091611023001111115230524428122001155 6600                                156
60810917103082301421321508310000005-1121221153000004121013110         43 1-25523
60820917314017500175500005000040032000533 0000000000000000000000000          123
6083091711140000553002--00302010900050000005000000                            23
6084091711224613510000000000000000000010200500005000000310640                 23
6085091712500050000000500005000050000510050000030-00006-----00301             23
60860917500005000000000000000                                                 23
6087091713000007000020000000000000100000355                                   23
6089091710401005000000000000005150004010525004054130033002450003605540676     23
608A0917111500-0000000005555555115000005000005000005002005235000200000200525  23
608B09171000861150050000050005000000000209                                    23
608N0917100003401300084052811008500000506405000000500000500000&0250500640555  23
608S09173021312003050000500050005000500050004010545000360541320002005        123
608T091711000861111224613510000000005033 0030                                123
6081091815316280150031151971000000322111321123000003121014510         41 4314423
60820918000000000000000005000040040000543 0000000000000000000000000          123
60830918112311001110075200545500000050000005000000                            23
6084091811224631510000000000000000000010138500005000000120775                 23
60850918145000150001255000010145500005000500002701009034----02703             23
60860918500005000000000000000                                                 23
6087091853000006000840000011000090300000255                                   23
608909181037420500000000000002515000393142500345413-000003-50003586540666     23
608A0918122100-0000000005555515115000005000005000015000025155000003001100113  23
608B09181001421150050000050005000000000309                                    23
608N0918500004525300077852815011500000507755000000500000500000&0250500775555  23
608S09183021314027010145112550005000500050003931445000358641310000035        123
608T091811001421111224631510000000005039 0270                                123
6081091913027670100032151345209800741121421264000002110108810         23 4502431
60820919000000000000000005000078030956434 0725060660000660030065029          131
60830919132315541153476100541020725050000001110500                            31
6084091911224012500000000000000000000000000500005000000110215                 31
60850919500000000000000000000000000000000000000000000000000000000             31
60860919500001060000006000000                                                 31
6087091957000005000040000000000000000000815                                   31
608909191013800500000000000000515000308042500082214-000003350002998530455     31
608A0919213600-0050000005555555505000005000005000005000005005000000000000001  31
608B09191000151150050000010105040000000109                                    31
608N0919500083655701496557875272507250502155003500504000500000&0256514965555  31
608S09193022450000000000000000000000000050003080425000299831400000005        131
608T091911000151111224012500000000005028 0000                                131
6081092015308160110031150101000000041111911182000004221004501         41 3905347
60820920000000000000000005000040043000542 0000000000000000000000000          147
6083092011110000551403391&545500000050000005000000                            47
6084092050000000000000000000000000000000000500005000000880000                 47
60850920500000000000000000000000000000000000000000000000000000000             47
60860920500001032500030000000                                                 47
6087092050000004000080000000000000000000055                                   47
6089092010223405000000000000025150002480315000562130034005450002424530544     47
608A092000000001200000005555555505000005000005000005000005005000000000000001  47
608B09201-00001150050000050005000000000-09                                    47
608N09205000000050000000501050005000005000050000005000005000000&150500000555  47
608S09203011250000000000000000000000000050002480325000242431300000005        147
608T092011-00001150000000000000000005022 0000                                147
6081092118008270140031152211000000632111421113000002110517301         43 4352423
60820921711200002000500005000010000500103 1200090000000000051200060          123
60830921112315003000022116305500000050000005000000                            23
6084092111115023500000000000000000000000000500005000000111275                 23
60850921500000000000000000000000000000000000000000000000000000000             23
60860921500001050006200000000                                                 23
6087092159&05005000070180000000000004200555                                   23
608909215000000103000000000000515000300041500197313-000005650002803536055     23
608A0921122126-0000000005555515505000005000005045005000005555004500005015079  23
608B09211002001110150015010605060000000409                                    23
608N092150025825590281255859586151200051275500000050600050015075257519425555  23
608S09213021350000000000000000000000000050003000435000280331350045005        123
608T092111002001111115023500000000005028 0000                                123
608109221-127210152131150321000000751111225002000004221001301         41 1645325
60820922000000000000000005000040044000542 0000000000000000000000000          125
608309225553620093&00265131-5500000050000005000000                            25
6084092250000000000000000000000000000000000500005000000--0000                 25
60850922500000000000000000000000000000000000000000000000000000000             25
60860922500005000000000000000                                                 25
6087092255000004000090000000000000000000055                                   25
6089092210280005000000000000005150002800315002914120040005550002509530544     25
608A092200000001300000005155555115003425000005000005007005455001042200303737  25
608B09221000441150050000050005000000000109                                    25
608N092250001042550010425302503750000050000500000050000050000000150500000555  25
608S09223020250000000000000000000000000050002800345000250931240010425        125
608T092211000441150000000000000000005022 0000                                125
6081092311348310182131150611000000742111325002000003121001901         41 1674815
60820923000000000000000005000050-000005-2 0000000000000000000000000          115
608309233300000090000-6534545500000050000005000000                            15
6084092311115112510000000000000000000050000500001124006000000                 15
60850923500000000000000000000000000000000000000000000000000000000             15
60860923500005000000000000000                                                 15
608709231800000-000050000000000000000000051                                   15
608909231-0000&-00000&&--0000&51500110008-502104712-000003-5000889657&-&0     15
608A0923111&00-000000000115511111104152500000102648104326175101112650551017&  15
608B09231-00001110110505550005000000000-09                                    15
608N092310016181180161811735114750000050000500000050000010505531350105055511  15
608S092330202500000000000000000000000000500110008750008896712-0111265        115
608T092311-00001111115112510000000001155 0000                                115
6081092418071190190021152211000000632111521426000003121007301         43 5334445
60820924611050000500500005000040030000536 0000000000000000000000000          145
60830924516263123000045265545110800050000005000000                            45
6084092411224910521140050000000031050000000500005000000991125                 45
60850924500000000000000000000000000000000000000000000000000000000             45
60860924500005000000000000000                                                 45
6087092455000005025010000030000000800000325                                   45
608909241019200500000000000000515000312042500000016-000002250003120540455     45
608A0924122226-0050000005555515505000005000005008005000005355000800003002637  45
608B09245000005750050000050005000000000009                                    45
608N092450001175550019255362503850000051125500000050000050000096250501125555  45
608S09243024650000000000000000000000000050003120405000312041630008005        145
608T092415000005711224910521400500005028 0000                                145
6081092513944141221021150771000000051222215001000005321008901         43 2706146
60820925000000000000000005000050011000511 0000000000000000000000000          146
608309253300000090000-5259305500000050000005000000                            46
6084092550000000000000000000000000000000000500005000000880000                 46
60850925500000000000000000000000000000000000000000000000000000000             46
60860925500003019903700000000                                                 46
6087092550000001000050000000000000000000055                                   46
608909251002080500000100000003515000085611500000001-000003150000856510211     46
608A092500000001100000005555555505000005000005000005000005005000000000000001  46
608B09251000311150050000050005000000000109                                    46
608N09255000000050000000501050005000005000050000005000005000000&150500000555  46
608S09253110150000000000000000000000000050000856105000085610100000005        146
608T092511000311150000000000000000005011 0000                                146
6081092613944142321021150771000000051222115001000007525008901         43 2709144
60820926000000000000000005000050-000006-1 0000000000000000000000000          144
608309263300000093300---005-5500000050000005000000                            44
6084092650000000000000000000000000000000000500005000000880000                 44
60850926500000000000000000000000000000000000000000000000000000000             44
60860926500005000000000000000                                                 44
6087092650000001000050000000000000000000055                                   44
6089092650000005000000000000025150000264115000000010002643150000264510011     44
608A092600000001200000005555555505000005000005000005000005005000000000000001  44
608B09261000041150050000050005000000000109                                    44
608N09265000000050000000501050005000005000050000005000005000000&150500000555  44
608S09263210150000000000000000000000000050000264105000026410100000005        144
608T092611000041150000000000000000005011 0000                                144
6081092710458210141231150151000000751111525002000002221000601         42 1663625
60820927000000000000000005000040047000542 0000000000000000000000000          125
60830927111400005540046555545290900011000505000000                            25
6084092750000000000000000000000000000000000500005000000880000                 25
60850927500000000000000000000000000000000000000000000000000000000             25
60860927500005000000000000000                                                 25
6087092758000008000020000000000000000000055                                   25
6089092710530005000000020010005150005400625008215120048002550004579550788     25
608A0927312632-0000000005155515115023925000005011585047005655008250504515370  25
608B09275000001210150250050005000000000809                                    25
608N092750010750580107505736519950000050000500000050000050250023350502500555  25
608S09273020250000000000000000000000000050005400655000457951260082505        125
608T092715000001250000000000000000005044 0000                                125
608109281-126210152131150321000000753111325002000002221001301         41 1653625
60820928125002000020500005000040053000552 0000000000000000000000000          125
60830928316111001110021600125500000010225105000000                            25
6084092850000000000000000000000000000000000500005000000880000                 25
6085092816500050000000500001030050000500050000300102004-----03004             25
60860928500001022732900000000                                                 25
6087092856000009000010000000000000400000255                                   25
6089092810630005000000010005005150006350615010366120052002650005314560799     25
608A092812--0010000000005155515115042705000005000505005005555004820501307650  25
608B09281001081110250000050005000000000309                                    25
608N092850004620560048205503507350000050000500000050000050000000350500000555  25
608S09283020216030010300500050005000500050006350665000531461250048205        125
608T092811001081150000000000000000005054 0300                                125
6081092915843250150021151301000000763111425002000001121008401         43 3611328
60820929653000050706100545000010000101102 1200090000000005451194661          128
608309293-5&000094000-1600305500000050000005000000                            28
6084092912225028510000000000000000000050000500005000000121370                 28
60850929500000000000000000000000000000000000000000000000000000000             28
60860929500005000000000000000                                                 28
60870929592005040075-0480010000000000000755                                   28
6089092910250001000251010008605150002671315000000140028004350002671531545     28
608A09290000000--00000005555515505000005000005001505000005155000150001000625  28
608B09291001441150050000010165400000000309                                    28
608N09295004854159053520598&5&00512000513705000000540000500000&0157553370555  28
608S09293020250000000000000000000000000050002671305000267131410001505        128
608T092911001441112225028510000000005022 0000                                128
6081093015809350180031151301000000763111225002000002110&08424         43 3672516
60820930661000050600500005000010000300102 2000090000000000072000080          116
6083093015230000-0000-390054550000002-000401511000                            16
6084093011115231510000000000000000000050000500005000000992540                 16
60850930185000500000001549050000112995000104407895000025----07455             16
60860930500001030005-00000000                                                 16
608709305&0000070000-0000000000000601500055                                   16
6089093050000005000002630413905150004589515003814140051554650004208550078     16
608A09302132001000000000515551513505124500000510500505000575502062460664499&  16
608B09305000005710150312610405350000000009                                    16
608N0930500827905&082790595&5&0052000052540500000053500050312673257560666555  16
608S09303020218078950000500050001490129950004589545000420851470206245        116
608T093015000005711115231510000000005043 0745                                116
60810931116114101-2231150685000000023111425002000002221010824         22 1123763
60820931471007530225500005000010000203102 0800030078700078740721342          163
6083093111121&001110021800305500000050000005000000                            63
6084093111115221522321211700484731080000000140525000000122565                 63
6085093119500050000000500001250050000500050002500500004-----25007             63
60860931500001060006300400000                                                 63
60870931580-0000000010000000000000&00000355                                   63
6089093110880005000000000000005150008800715019926110055001650006808560700     63
608A0931122522-0000000005555515505000005000005004005000005255000400002000526  63
608B09311001201150050000050005000000000309                                    63
608N0931500101655801096557855116508000525655000000500000500000&0356510565555  63
608S09313020219250012500500050005000500050008800765000680861120004005        163
608T093111001201111115221523212117005055 2500                                163
6081093211616210151131150251000000550111335003000005121020724         42 1656625
60820932571035020400102055000010000402103 0800090000000020540779551          125
60830932111423001333433300541021000050000005000000                            25
6084093211224730525149550000000031080000000500001140002001295                 25
60850932185000150004005000010400500005000500008001032134----08006             25
60860932500005000000000000000                                                 25
60870932580-0008000010000000000000&00000455                                   25
6089093210496705000000000000025150005167635005925230030001450004575550688     25
608A0932122126-0000000005555515505000005000005034605000005515003460005006759  25
608B09321002501150050000050005000000000409                                    25
608N093250011429580127555767522150800051295500000050000050000081356509295555  25
608S09323030318080010400140050005000500050005167655000457552350034605        125
608T093211002501111224730521495500001144 0800                                125
608109331-160210152131151441000000632111221355000004121001324         41 1325625
60820933611090000900500001017510000304105 1400040100050117561282571          125
60830933536300003310021621705500000050000005000000                            25
6084093311115024500000000000000000000000000500005000000141630                 25
608509331750005000000015275500005000051-05000062550000269---06255             25
60860933500001025004200000000                                                 25
6087093358000009005050520011001000600000855                                   25
608909331063440500000020004440515000678861500710515-000003650006078560799     25
608A0933122522-0000000005555515115000005000005000705004005255000470001200726  25
608B09331002101150050000010105100000000409                                    25
608N0933500186755802610058875275514000516305000000510000500000&0357525630555  25
608S09333023517062550000500050001275500050006788655000607861520004705        125
608T093311002101111115024500000000005055 0625                                125
6081093415821250150011151301000000113111125002000004221008424         43 3215228
60820934000000000000000005000040045000542 0000000000000000000000000          128
60830934311400001110021300125500000050000005000000                            28
6084093411224712524069550000000041027500000500005000000120690                 28
60850934500000000000000000000000000000000000000000000000000000000             28
60860934500005000000000000000                                                 28
6087093453501402000010000000000000600000255                                   28
6089093410116005000000000000005150001160225000000120005651150001160520422     28
608A0934000000011-0000005555515505000005000005000125000005155000012001000114  28
608B09341000101150050000050005000000000109                                    28
608N0934500002875300070252825025500000506905000000500000500000&0150500690555  28
608S09343020250000000000000000000000000050001160205000116021210000125        128
608T093411000101111224712520695500005011 0000                                128
6081093516517180110031151811000000521111325002000004121006324         42 4225646
60820935271007010085500001011510000605102 0450050340050351520098528          146
60830935111223001110022039545500000050000001160030                            46
608409351232371052-003550000000010000050000500005000000111665                 46
6085093513500050000000500001011950000500050000119500004-----01192             46
60860935500005000000000000000                                                 46
6087093555000009000010000000000000200000655                                   46
6089093510605805000001000000005150006103625009625120058002650005141560799     46
608A093511111510000000005555515115000005000005000885001505215000238001100415  46
608B09351003231150050000050005000000000409                                    46
608N0935500028885500640356825047504500516655000000500000500000&0355506165555  46
608S09353020213011910119500050005000500050006103655000514161220002385        146
608T093511003231112323710520035500005040 0119                                146
608109361&101230142222151331000000632121321264000002221003024         41 1463823
60820936000000000000000005000010000504104 0800040290000290040510044          123
608309363551000012100452005-10-1800010150105000000                            23
6084093612314920490000000000000000000050000500005000000111385                 23
60850936500000000000000000000000000000000000000000000000000000000             23
60860936500001012530000000000                                                 23
608709365800000-000080000000000000000000551                                   23
60890936110000050000000000000051500100008150152861401600058500084725708&0     23
608A0936224700-0000000005155515115004275000005020005060005655008427205608460  23
608B09361007001150050000050005000000000509                                    23
608N093650014912580178125755514950800051385500000050000050000063356509385555  23
608S09363022450000000000000000000000000050010000865000847271460084275        123
608T093611007001112314920490000000005055 0000                                123
6081093712208110111221151741000000632222111243000007-000-2224         41 1909245
60820937151000010035500005000040019000513 0000000000000000000000000          145
60830937111200009000021900125500000050000005000000                            45
6084093750000000000000000000000000000000000500005000000310000                 45
608509371750001500030015150101505000050005000060010342234---06005             45
60860937500005000000000000000                                                 45
6087093752000002030020000030000000600000355                                   45
608909375000000500000000000004515000129621500000003-000002-50001296520022     45
608A093700000009900000005555555505000005000005000005000005005000000000000001  45
608B09371000651150050000050005000000000209                                    45
608N09375-000642520000005010500&5000005000050000005000005000000&150500000555  45
608S09373012317060010150130050001150500050001296205000129620300000005        145
608T093711000651150000000000000000005011 0600                                145
608109381-330210141131152141000000053111511172000001110&01724         41 1941325
60820938151000010030500005000040025000522 0000000000000000000000000          125
6083093833000000-000023900905500000050000005000000                            25
6084093811115231523300010035363631140000000500005000000312540                 25
60850938500000000000000000000000000000000000000000000000000000000             25
60860938500005000000000000000                                                 25
60870938550000030000-0000001000125&00000455                                   25
608909385000000102000000000000515000200031500131312-000002250001869525033     25
608A093800000001200000005155515115010255000005000105000055435001040401105247  25
608B09381004921150050000050005000000000409                                    25
608N0938500020555500358055855103500000525405000000500000500000&0150502540555  25
608S09383011250000000000000000000000000050002000335000186921240010405        125
608T093811004921111115231523000100355021 0000                                125
60810939180585901000122522150283005211122213&5000008880017324         23 5308150
60820939&0000000000000000-0000-000000-9-- 0000000000000000000000000          550
60830939586200008000046552308000000050000005000000                            50
6084093950000000000000000000000000000000000500005000000880000                 50
6085093912500050000000500005000050000520050000029500007-----00291             50
60860939500005000000000000000                                                 50
6087093953000001000000000000000000100000055                                   50
608909395000003800000000000000515000086711500000015-00000215000086751&011     50
608A093900000001200000005555555505000005000005000005000005005000000000000001  50
608B09395000005750050000050005000000000009                                    50
608N09395000025053000250517250295002505000050000005000005000000-151500250555  50
608S09393023512002950000500050005000500050000867105000086711500000005        150
608T093915000005750000000000000000005016 0029                                150
608109401-165210152131150231000000763111425002000009325001320         41 1670325
60820940000000000000000005000040042000542 0000000000000000000000000          125
60830940555763003000090000125500000010050205000000                            25
6084094011114710470000000000000000000000000500005000000880790                 25
60850940500000000000000000000000000000000000000000000000000000000             25
60860940500005000000000000000                                                 25
6087094058000004000090000000000000000000055                                   25
6089094010150805000000020036035150002564315000000140030004450002564530444     25
608A09400000000--0000000515551511500300500000500300512000575501260020264919&  25
608B09405000005750050000050005000000000009                                    25
608N094050013390580133905729552250000050790500000050000050000006150500790555  25
608S09403020250000000000000000000000000050002564305000256431470126005        125
608T094015000005711114710470000000005022 0000                                125
608109411-159210152131152141000000633111221264000006121001320         41 1427525
60820941671032040620500005000010000605104 1300050400000400060900054          125
60830941330000003000033900125500000050000001510300                            25
6084094111223912510000000000000000000050000500005000000110150                 25
6085094114500050000000112555000050000500010300255500002-----02253             25
60860941500005000000000000000                                                 25
6087094157000008000050000001000045300000755                                   25
608909411049300500000000000000515000493051500451414-000003550004479550688     25
608A094111738610000000005555515115000005000005001305001005235000230001100525  25
608B09411001401150050000050005000000000309                                    25
608N0941500093355701338057865189513000501505000000500000500000&0257513150555  25
608S09413022414025550000500050001255500050004930545000447951420002305        125
608T094111001401111223912510000000005044 0225                                125
6081094214510340180032150971000000761121225002000002210805720         42 2663814
60820942451000040200500005000010000300102 1200090000000000051200060          114
608309423-66000093500-3900625500000011000101120200                            14
6084094211115121500000000000000000000000000500005000000114459                 14
60850942165000150003955000050000110895000500004845000035----04844             14
60860942500005000000000000000                                                 14
608709425&00000-0000-0000000000000500000011                                   14
60890942120000050000000000000051500200008150488671201800028500151145808&0     14
608A0942122100-0000000005155515505029895000005030005000005615005989505003030  14
608B09421000901110250000050005000000000209                                    14
608N0942501474485&14744859695737512000544595125000500000500000963575&0000555  14
608S09423020216048450000139550005000108950020000875001511481260059895        114
608T094211000901111115121500000000005055 0484                                114
6081094313823040102031150695158300122111425002000003121019020         23 2234616
60820943000000000000000005000040088000562 0000000000000000000000000          116
608309431111000011100218002-5311600020087105000000                            16
6084094311115126510000000000000000000010900500001127006001490                 16
6085094319500050000000500001200050000500050002000500004-----20007             16
60860943500001025004600000000                                                 16
6087094355000009000010000000000000&00000355                                   16
6089094310640005000000000000005150006400615010366120032001450005364560799     16
608A0943131575-0000000005155515115003425000005002005002505355000792202201227  16
608B09431001001150050000050005000000000309                                    16
608N0943500013825500228254815022500000514905000000500000500000&0350501490555  16
608S09433020219200012000500050005000500050006400665000536461230007925        116
608T094311001001111115126510000000001154 2000                                116
6081094414212340182031150031000000653111221183000001121004120         41 2551614
60820944000000000000000005000040072000553 0000000000000000000000000          114
60830944516662111111446552305500000050000005000000                            14
6084094411224613525045050000000041030000000500003115002000640                 14
60850944500000000000000000000000000000000000000000000000000000000             14
60860944500005000000000000000                                                 14
6087094455000000020010000030000000500000355                                   14
6089094410710005000000000000005150007100615009375130060002650006163560700     14
608A0944213200-0000000005555515115000005000005002005020005555002200002503139  14
608B09441003501150050000050005000000000409                                    14
608N094450002340550028405432503350000050640500000050000050000027350500640555  14
608S09443021350000000000000000000000000050007100655000616361350022005        114
608T094411003501111224613520450500003155 0000                                114
6081094511746130122131151821000000751111141569000005121003520         44 1506442
60820945000000000000000005000040065000559 0000000000000000000000000          142
60830945111200001121936500845500000050000005000000                            42
6084094511224820525129550000000041050000000141511213751000980                 42
6085094512500050000000500001002450000500050000024500004-----00241             42
60860945500001024004700010000                                                 42
6087094553000006000010000000000000800000355                                   42
6089094510370005000000000000005150003700435002684340027501350003432540666     42
608A0945122221-0000000005555555505000005000005000005000005005000000000000001  42
608B09451000255650050000050005000000000009                                    42
608N0945500004805300098052815013500000509805000000500000500000&0250500980555  42
608S09453045912002410024500050005000500050003700445000343243400000005        142
608T094511000255611224820521295500001233 0024                                142
6081094615916250140031151141000000753111121173000004121008320         43 3515628
60820946000000000000000005000040060000553 0000000000000000000000000          128
60830946516111003000043252305500000050000005000000                            28
6084094611114927490000000000000000000000000500005000000111230                 28
60850946500000000000000000000000000000000000000000000000000000000             28
60860946500005000000000000000                                                 28
6087094651000009000010500000000000000000855                                   28
6089094610505005000000300080005150005850625007775130048002550005073560799     28
608A0946122&21-0000000005555515505000005000005001005000005155000100001000214  28
608B09461001201150050000050005000000000309                                    28
608N09465-003670510013305310500&5000005123050000005000005000000&350501230555  28
608S09463021350000000000000000000000000050005850655000507361310001005        128
608T094611001201111114927490000000005044 0000                                128
608109471-728220142231150431000000523111225002000003121013620         44 1204524
60820947317014000140500005000010000506102 0750060700000700040050029          124
60830947111211001110046400305311000050000001510150                            24
6084094711224713480000000000000000000000000500005000000110755                 24
6085094714500050000000500005000050000531-104002191015369----01792             24
60860947500001030000000051270                                                 24
6087094752200357006010000013100765200000955                                   24
6089094710395825000000000000005150004258525005885120017001250003670540677     24
608A0947224200-0000000005555555505000005000005000005000005005000000000000001  24
608B09471001361150050000050005000000000309                                    24
608N09475-000028520082555610500&5075005075550000005000005000000&256508255555  24
608S09473020214021950000500050005000500050004258555000367041200000005        124
608T094711001361111224713480000000005033 0179                                124
60810948151046601000211517452105002121112211&3000004121014320         21 3315427
60820948000000000000000005000040025000523 0000000000000000000000000          127
60830948132300001110045765305500000050000005000000                            27
608409481122501353000000000000000000000000050000&206001001235                 27
6085094817500050000000500001073450000500050000734500004-----07345             27
60860948500001006020000000000                                                 27
6087094854200525000040000005000580600000355                                   27
6089094810322505000000000000005150003225415002454130032003450002980530655     27
608A0948122126-0000000005155555505000855000005000005000005155000085100000314  27
608B09485000001350050000050005000000000909                                    27
608N0948500006885400132053815021500000512355000000500000500000&0250501235555  27
608S09483021317073410734500050005000500050003225445000298031310000855        127
608T09481500000131122501353000000000&232 0734                                127
608109491-153810102132150235183400522121325002000003110511320         21 1274629
60820949000000000000000005000040128000572 0000000000000000000000000          129
60830949111211001150032018545500000011125105000000                            29
6084094950000000000000000000000000000000000147475000000600000                 29
60850949175000500000005000010320500005100500006205000046----06205             29
60860949500005000000000000000                                                 29
6087094958000000000010000000000000600000015                                   29
6089094910728005000000010003515150007438615012326120051601650006206560700     29
608A0949332&001000000000515151511501003501000510947501407571501435744641937&  29
608B09491000601150050000050005000000000209                                    29
608N094950017357580173575727523350000050000500300050000050000017350503000555  29
608S09493020217062010320500050005000500050007438665000620661270143575        129
