psu,weight,durable_price,durable,item_code1,item_code2,item_code3,item_code4,item_code5,item_code6,item_code_a1,item_code_a2,item_code_a3,payment_method,year,code_string,code_a_string,television,refrigerator,washing_machine,cook_stove,clothes_dryer,dishwasher,freezer,credit_use,psu2,city_cca,psu3
1736,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,17,Long Beach,
5301,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,53,,
5301,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,53,,
3945,31,498,498,4,5,0,0,0,0,0,0,0,1,1959,450000,000,0,0,0,1,0,0,0,0,39,,
3945,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,39,,
3040,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,30,,
3040,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,30,,
1745,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,17,Long Beach,
1745,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,17,Long Beach,
5236,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,52,,
5236,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,52,,
4544,33,400,400,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,45,Des Moines,
4544,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,45,Des Moines,
4544,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,45,Des Moines,
4544,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,45,Des Moines,
0245,34,40,40,1,0,0,0,0,0,0,0,0,1,1959,100000,000,1,0,0,0,0,0,0,0,02,Newark,
0245,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,02,Newark,
1507,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,15,Chicago,
1507,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,15,Chicago,
0246,29,0,0,&,0,0,0,0,0,2,0,0,2,1959,&00000,200,0,0,0,0,0,0,0,1,02,Newark,
0246,28,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,02,Newark,
0246,28,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,02,Newark,
0246,28,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,02,Newark,
5206,34,62,62,&,0,0,0,0,0,5,0,0,1,1959,&00000,500,0,0,0,0,0,0,0,0,52,,
5206,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,52,,
5141,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,51,Providence,
5141,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,51,Providence,
3629,32,260,260,1,8,0,0,0,0,0,0,0,3,1959,180000,000,1,0,0,0,0,0,0,0.5,36,Columbus,
3629,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,36,Columbus,
1707,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,17,Long Beach,
1707,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,17,Long Beach,
1707,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,17,Long Beach,
4933,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,49,,
4933,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,49,,
4933,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,49,,
0511,35,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,05,Columbus,
0511,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,05,Columbus,
4843,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,48,,
4843,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,48,,
2207,32,479,479,2,3,0,0,0,0,0,0,0,2,1959,230000,000,0,1,1,0,0,0,0,1,22,Newark,
2207,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,22,Newark,
2207,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,22,Newark,
3001,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,30,,
3001,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,30,,
3001,31,160,160,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,30,,
2217,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,22,Newark,
2217,32,130,80,1,0,0,0,0,0,0,0,0,2,1959,100000,000,1,0,0,0,0,0,0,1,22,Newark,
0912,29,138,138,&,0,0,0,0,0,4,0,0,2,1959,&00000,400,0,0,0,0,0,0,0,1,09,"Washington, D.C.",
0912,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,09,"Washington, D.C.",
4803,34,872,707,2,3,4,5,0,0,0,0,0,3,1959,234500,000,0,1,1,1,0,0,0,0.5,48,,
4803,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,48,,
2518,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,25,Columbus,
2518,32,160,160,&,0,0,0,0,0,2,0,0,1,1959,&00000,200,0,0,0,0,0,0,0,0,25,Columbus,
5801,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,58,,
5801,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,58,,
5103,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,51,Providence,
5103,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,51,Providence,
1906,40,35,35,1,0,0,0,0,0,0,0,0,1,1959,100000,000,1,0,0,0,0,0,0,0,19,"Washington, D.C.",
1906,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,19,"Washington, D.C.",
3037,31,257,257,3,0,0,0,0,0,0,0,0,2,1959,300000,000,0,0,1,0,0,0,0,1,30,,
3037,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,30,,
3037,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,30,,
0210,29,369,369,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,02,Newark,
0210,28,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,02,Newark,
4426,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,44,,
4426,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,44,,
2614,33,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,26,,
2614,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,26,,
2614,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,26,,
2614,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,26,,
-226,34,200,200,5,0,0,0,0,0,0,0,0,1,1959,500000,000,0,0,0,0,0,0,0,0,-2,Newark,
-226,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,-2,Newark,
3622,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,36,Columbus,
3622,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,36,Columbus,
8504,31,110,61,3,0,0,0,0,0,0,0,0,2,1959,300000,000,0,0,1,0,0,0,0,1,85,Duluth-Superior,
8504,28,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,85,Duluth-Superior,
2703,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,27,San Jose,
2703,32,590,590,3,6,&,0,0,0,5,0,0,3,1959,36&000,500,0,0,1,0,1,0,0,0.5,27,San Jose,
3010,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,30,,
3010,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,30,,
1923,40,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,19,"Washington, D.C.",
1923,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,19,"Washington, D.C.",
0409,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,04,,
0409,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,04,,
0409,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,04,,
0409,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,04,,
0516,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,05,Columbus,
0516,32,279,279,1,0,0,0,0,0,0,0,0,2,1959,100000,000,1,0,0,0,0,0,0,1,05,Columbus,
5434,32,450,400,1,3,4,0,0,0,0,0,0,3,1959,134000,000,1,0,1,1,0,0,0,0.5,54,Columbus,
5434,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,54,Columbus,
3116,35,650,650,5,0,0,0,0,0,0,0,0,2,1959,500000,000,0,0,0,0,0,0,0,1,31,,
3116,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,31,,
3018,34,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,30,,
3018,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,30,,
8823,31,279,279,3,0,0,0,0,0,0,0,0,2,1959,300000,000,0,0,1,0,0,0,0,1,88,,
8823,31,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,88,,
&108,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,&1,Newark,
&108,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,&1,Newark,
&108,32,0,0,0,0,0,0,0,0,0,0,0,0,1959,000000,000,0,0,0,0,0,0,0,,&1,Newark,
98627,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,98,Providence,
98533,,175,175,,,,,,,,,,1,1960,,,0,1,0,0,0,0,0,0,98,Providence,
74502,,234,209,,,,,,,,,,1,1960,,,0,0,0,0,0,0,0,0,74,Columbus,
70628,,185,185,,,,,,,,,,1,1960,,,0,0,0,0,0,0,0,0,70,Columbus,
74630,,189,159,,,,,,,,,,,1960,,,1,0,0,0,0,0,0,,74,Columbus,
91725,,198,198,,,,,,,,,,,1960,,,0,0,1,0,0,0,0,,91,,
1314,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,13,,
61808,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,61,Omaha,
66817,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,66,,
73511,,29,29,,,,,,,,,,1,1960,,,0,0,0,0,0,0,0,0,73,,
13214,,298,298,,,,,,,,,,2,1960,,,0,0,1,0,0,0,0,1,13,,
40502,,260,220,,,,,,,,,,2,1960,,,0,1,0,0,0,0,0,1,40,,
74506,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,74,Columbus,
98605,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,98,Providence,
48746,,172,172,,,,,,,,,,1,1960,,,0,0,0,0,0,0,0,0,48,West Palm Beach,
98535,,1150,1150,,,,,,,,,,1,1960,,,1,0,0,0,0,0,0,0,98,Providence,
66711,,360,350,,,,,,,,,,2,1960,,,1,0,0,1,0,0,0,1,66,,
44521,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,44,Pensacola,
63706,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,63,Des Moines,
42626,,,,,,,,,,,,,2,1960,,,0,1,0,0,0,0,0,1,42,,
47810,,329,304,,,,,,,,,,1,1960,,,0,0,0,0,0,0,0,0,47,,
76511,,265,,,,,,,,,,,2,1960,,,0,0,0,0,0,0,0,1,76,St. Paul,
75503,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,75,Indianapolis,
98519,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,98,Providence,
21206,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,21,Newark,
98512,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,98,Providence,
52708,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,52,,
452,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,45,,
27109,,346,346,,,,,,,,,,3,1960,,,1,0,0,0,0,0,0,0.5,27,Providence,
67801,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,67,,
21202,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,21,Newark,
27305,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,27,Providence,
66815,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,66,,
13208,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,13,,
24102,,179,109,,,,,,,,,,2,1960,,,0,0,0,0,0,0,0,1,24,Newark,
84717,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,84,Phoenix,
56702,,958,908,,,,,,,,,,1,1960,,,1,0,0,0,0,0,0,0,56,Pensacola,
66754,,375,355,,,,,,,,,,2,1960,,,0,0,0,0,0,0,0,1,66,,
85724,,489,489,,,,,,,,,,1,1960,,,1,0,0,0,1,0,0,0,85,,
27301,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,27,Providence,
73513,,70,70,,,,,,,,,,1,1960,,,1,1,0,0,0,0,0,0,73,,
21226,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,21,Newark,
43622,,275,275,,,,,,,,,,1,1960,,,0,0,0,0,0,0,0,0,43,,
21242,,265,265,,,,,,,,,,1,1960,,,0,0,1,0,0,0,0,0,21,Newark,
47709,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,47,,
49730,,225,215,,,,,,,,,,2,1960,,,0,0,0,0,0,0,0,1,49,,
72638,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,72,Des Moines,
53828,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,53,West Palm Beach,
43530,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,43,,
29415,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,29,,
93817,,320,300,,,,,,,,,,1,1960,,,1,0,0,0,0,0,0,0,93,,
70621,,99,99,,,,,,,,,,1,1960,,,0,0,0,0,0,0,0,0,70,Columbus,
29421,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,29,,
406,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,40,,
70605,,102,102,,,,,,,,,,1,1960,,,0,0,0,0,0,0,0,0,70,Columbus,
72660,,119,119,,,,,,,,,,2,1960,,,0,0,0,0,0,0,0,1,72,Des Moines,
49706,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,49,,
54706,,230,230,,,,,,,,,,2,1960,,,0,1,0,0,0,0,0,1,54,,
72526,,369,280,,,,,,,,,,1,1960,,,1,0,0,0,0,0,0,0,72,Des Moines,
70630,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,70,Columbus,
23303,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,23,Newark,
85814,,175,175,,,,,,,,,,2,1960,,,1,0,0,0,0,0,0,1,85,,
98629,,750,625,,,,,,,,,,1,1960,,,1,1,0,0,0,0,0,0,98,Providence,
56704,,110,110,,,,,,,,,,2,1960,,,0,1,0,0,0,0,0,1,56,Pensacola,
61709,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,61,Omaha,
40619,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,40,,
329,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,32,,
98636,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,98,Providence,
66847,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,66,,
14419,,,,,,,,,,,,,2,1960,,,1,0,0,0,0,0,0,1,14,,
84720,,1034,999,,,,,,,,,,2,1960,,,1,1,0,1,0,0,0,1,84,Phoenix,
49709,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,49,,
43627,,420,400,,,,,,,,,,2,1960,,,1,0,0,1,0,0,0,1,43,,
72506,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,72,Des Moines,
29422,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,29,,
56709,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,56,Pensacola,
95520,,350,300,,,,,,,,,,2,1960,,,1,1,0,0,0,0,0,1,95,,
30102,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,30,,
402,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,40,,
39623,,460,460,,,,,,,,,,2,1960,,,0,0,0,0,0,0,0,1,39,,
29417,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,29,,
66756,,536,486,,,,,,,,,,2,1960,,,0,0,0,0,0,0,0,1,66,,
48742,,500,500,,,,,,,,,,2,1960,,,1,1,0,0,0,0,0,1,48,West Palm Beach,
74616,,199,199,,,,,,,,,,2,1960,,,0,0,1,0,0,0,0,1,74,Columbus,
84718,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,84,Phoenix,
43516,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,43,,
42625,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,42,,
65715,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,65,Des Moines,
83816,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,83,Central CA,
76507,,45,45,,,,,,,,,,2,1960,,,0,0,0,0,0,0,0,1,76,St. Paul,
14409,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,14,,
408,,250,250,,,,,,,,,,2,1960,,,0,1,0,0,0,0,0,1,40,,
27303,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,27,Providence,
28321,,300,300,,,,,,,,,,2,1960,,,0,0,0,0,0,0,0,1,28,Newark,
28322,,470,470,,,,,,,,,,3,1960,,,1,0,1,0,0,0,0,0.5,28,Newark,
1415,,190,190,,,,,,,,,,2,1960,,,0,0,0,0,0,0,0,1,14,,
72617,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,72,Des Moines,
29305,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,29,,
63708,,160,160,,,,,,,,,,2,1960,,,0,0,0,0,0,0,0,1,63,Des Moines,
67802,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,67,,
72530,,712,612,,,,,,,,,,1,1960,,,1,0,1,0,0,0,0,0,72,Des Moines,
42632,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,42,,
85709,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,85,,
29325,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,29,,
74541,,200,200,,,,,,,,,,1,1960,,,0,0,0,0,0,1,0,0,74,Columbus,
71638,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,71,Columbus,
24424,,,,,,,,,,,,,2,1960,,,0,0,0,0,0,0,0,1,24,Newark,
24204,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,24,Newark,
1202,,1124,1124,,,,,,,,,,1,1960,,,0,0,0,0,0,0,0,0,12,Columbus,
71625,,,,,,,,,,,,,2,1960,,,0,0,0,1,0,0,0,1,71,Columbus,
74546,,349,269,,,,,,,,,,2,1960,,,1,0,0,0,0,0,0,1,74,Columbus,
28323,,250,250,,,,,,,,,,2,1960,,,0,0,1,0,0,0,0,1,28,Newark,
49704,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,49,,
12208,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,12,Columbus,
74535,,565,565,,,,,,,,,,3,1960,,,0,0,0,1,0,0,0,0.5,74,Columbus,
81639,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,81,Seattle,
99615,,158,158,,,,,,,,,,1,1960,,,1,0,0,0,0,0,0,0,99,,
98623,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,98,Providence,
66805,,49,49,,,,,,,,,,1,1960,,,0,0,0,0,0,0,0,0,66,,
95512,,940,915,,,,,,,,,,3,1960,,,1,0,0,1,0,0,0,0.5,95,,
10414,,420,420,,,,,,,,,,1,1960,,,0,0,0,0,1,0,0,0,10,Chicago,
90723,,275,275,,,,,,,,,,1,1960,,,0,0,0,0,0,0,0,0,90,,
97503,,424,424,,,,,,,,,,2,1960,,,0,1,0,0,0,0,0,1,97,,
43529,,228,228,,,,,,,,,,1,1960,,,0,0,0,0,0,0,0,0,43,,
44534,,39,39,,,,,,,,,,2,1960,,,0,0,0,0,0,0,0,1,44,Pensacola,
95637,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,95,,
48816,,474,474,,,,,,,,,,1,1960,,,0,0,0,0,0,0,0,0,48,West Palm Beach,
70518,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,70,Columbus,
70620,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,70,Columbus,
58804,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,58,,
59721,,215,215,,,,,,,,,,1,1960,,,0,0,1,0,0,0,0,0,59,,
70524,,889,864,,,,,,,,,,4,1960,,,1,0,1,1,0,0,0,0.5,70,Columbus,
10415,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,10,Chicago,
73503,,810,810,,,,,,,,,,2,1960,,,0,1,0,1,0,0,0,1,73,,
27423,,300,300,,,,,,,,,,2,1960,,,0,0,0,0,0,0,0,1,27,Providence,
66814,,887,887,,,,,,,,,,1,1960,,,0,0,0,0,0,0,0,0,66,,
66808,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,66,,
70522,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,70,Columbus,
66702,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,66,,
66816,,1745,1720,,,,,,,,,,1,1960,,,0,0,0,0,0,0,0,0,66,,
66704,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,66,,
98630,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,98,Providence,
75618,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,75,Indianapolis,
85703,,185,185,,,,,,,,,,1,1960,,,0,0,0,0,0,0,0,0,85,,
97614,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,97,,
66719,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,66,,
92820,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,92,,
91724,,300,240,,,,,,,,,,1,1960,,,1,0,0,0,0,0,0,0,91,,
66718,,340,280,,,,,,,,,,2,1960,,,0,0,1,0,0,0,0,1,66,,
92719,,250,250,,,,,,,,,,1,1960,,,0,0,1,0,0,0,0,0,92,,
47806,,903,764,,,,,,,,,,1,1960,,,0,0,1,1,0,0,0,0,47,,
70636,,350,350,,,,,,,,,,2,1960,,,0,0,0,0,0,0,0,1,70,Columbus,
40626,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,40,,
65710,,25,25,,,,,,,,,,1,1960,,,0,0,0,0,0,0,0,0,65,Des Moines,
76512,,75,75,,,,,,,,,,1,1960,,,1,0,0,0,0,0,0,0,76,St. Paul,
29307,,289,289,,,,,,,,,,1,1960,,,0,0,0,0,0,0,0,0,29,,
24103,,173,173,,,,,,,,,,1,1960,,,1,0,0,0,0,0,0,0,24,Newark,
98534,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,98,Providence,
98518,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,98,Providence,
21243,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,21,Newark,
21252,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,21,Newark,
56701,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,56,Pensacola,
85726,,229,229,,,,,,,,,,1,1960,,,0,1,0,0,0,0,0,0,85,,
61710,,120,120,,,,,,,,,,1,1960,,,0,0,0,0,0,0,0,0,61,Omaha,
70604,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,70,Columbus,
84703,,100,100,,,,,,,,,,2,1960,,,0,0,0,0,0,0,0,1,84,Phoenix,
84719,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,84,Phoenix,
49703,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,49,,
63707,,200,200,,,,,,,,,,1,1960,,,0,0,0,0,0,0,1,0,63,Des Moines,
99618,,238,198,,,,,,,,,,2,1960,,,0,0,0,0,0,0,0,1,99,,
21203,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,21,Newark,
66806,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,66,,
64724,,500,500,,,,,,,,,,2,1960,,,0,0,1,0,0,0,0,1,64,Wichita,
14418,,200,200,,,,,,,,,,1,1960,,,0,1,0,0,0,0,0,0,14,,
58702,,390,270,,,,,,,,,,2,1960,,,1,0,0,0,0,0,0,1,58,,
29416,,341,341,,,,,,,,,,2,1960,,,0,0,1,0,1,0,0,1,29,,
70632,,230,190,,,,,,,,,,1,1960,,,0,0,0,1,0,0,0,0,70,Columbus,
91721,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,91,,
76510,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,76,St. Paul,
56708,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,56,Pensacola,
73514,,,,,,,,,,,,,,1960,,,0,0,0,0,0,0,0,,73,,
